Ah,V,A,S,D
-100.42680955540703,48.12977638518077,-415.06082789346004,9.113124859058784,250.13706852303432
-100.36970738376617,47.883119804680796,-417.76812877620733,8.748713738908908,254.51142539248877
-100.31222462327888,48.49047398257375,-423.2011524773401,8.727983766368702,258.8754172756731
-100.46464196886024,48.3967267304872,-425.6750604909303,8.277824420941291,263.01432948614377
-100.44223585182668,48.00237608690356,-417.5275123410984,8.790128304958921,267.4093936386232
-100.5412488606455,48.077317245981035,-419.2926052353266,9.44535997126293,272.1320736242547
-100.55718143473756,48.27185951987296,-420.6289631382916,8.87086086312488,276.56750405581715
-100.36325359917467,47.97057209903718,-410.887683285031,8.046680016270665,280.5908440639525
-100.31582758764159,47.86867518584006,-424.73400047090666,8.181838555652647,284.68176334177883
-100.4655980117413,48.17479795020137,-411.12481489436266,9.109257177204386,289.23639193038105
-100.36498911887867,48.01568784921673,-419.8410804756468,8.709967421231518,293.59137564099683
-100.4361242152477,48.03659888992905,-429.17785238435437,8.792097092971021,297.98742418748236
-100.54374520229759,47.83314573138641,-420.8960132715957,8.53028179309338,302.2525650840291
-100.45003907537082,47.65646557032732,-415.2025196170028,9.09561627714511,306.80037322260165
-100.33932038835965,48.04722848197582,-421.82527516402484,8.700712217201962,311.1507293312026
-100.50365205800185,48.18099240829884,-427.37389270619195,8.765124972543882,315.53329181747455
-100.35055049759404,47.95483865018479,-420.82257265898085,8.440079998433493,319.7533318166913
-100.77593478266901,48.28728590391177,-424.28586186945853,9.333797049936218,324.4202303416594
-100.43871543090711,47.85921673491689,-417.5409279945602,8.769644301869185,328.80505249259403
-100.5191463836054,47.789059109006814,-416.1330009196619,9.191409745732816,333.40075736546044
-100.5646972345604,47.986553938560775,-425.2813520387405,8.297932257804957,337.5497234943629
-100.53256583094486,47.98348148492974,-423.52902027557826,9.76892764328462,342.43418731600525
-100.7474442091431,48.15399374626705,-416.2167876744653,9.54793069572075,347.20815266386563
-100.57759991555136,47.845007435187206,-424.2942213914948,7.961602006570458,351.1889536671509
-100.52686687870103,48.27361884736298,-425.41079067913995,8.522788825842625,355.4503480800722
-100.42173414046265,48.39338339250165,-425.8934556589813,9.169831032364918,360.03526359625465
-100.62829597584876,47.99217119460633,-418.2398069352094,8.278405328254394,364.17446626038185
-100.66426372339531,48.24994208403687,-418.4542114024127,8.879727975172427,368.61433024796804
-100.64053547654903,47.78870058587495,-423.4202301518952,9.166095804097143,373.1973781500166
-100.50576496950497,48.215044308236386,-419.97457301935884,8.867671379376672,377.63121383970497
-100.5713754793938,48.20945528171189,-412.36433807922435,9.236707635269548,382.24956765733975
-100.66417201982107,48.17268745603798,-424.8703007845911,8.627876797685829,386.5635060561827
-100.56681466521762,47.99688738222594,-429.7587130450522,7.8597039582143005,390.4933580352898
-100.61537906267876,47.409150211751594,-417.72462212139817,9.480104871993307,395.23341047128645
-100.53516772764488,47.87165457126957,-420.55200581950794,9.484206531100664,399.9755137368368
-100.70918294517048,47.87481679646308,-423.5501254340755,10.255369010084157,405.10319824187883
-100.67868925952712,47.8043490123879,-416.7395988132255,7.907208405341539,409.0568024445496
-100.69207926926515,48.024448600909416,-415.8038742766561,9.393468179555455,413.75353653432734
-100.80616535784975,47.91620731089575,-431.0413900994005,8.040960996095274,417.77401703237496
-100.63714724441466,47.83507759804699,-423.2629895466574,9.910798120388439,422.7294160925692
-100.64759915398773,47.78823997035044,-408.41241884401575,9.28373377944921,427.3712829822938
-100.68013874462606,47.85689740290295,-417.08297542100905,8.571084284928245,431.6568251247579
-100.71105421271243,48.22429984236999,-416.61948180851425,9.44440774982553,436.3790289996707
-100.83607798266455,47.867794989074504,-414.1355286068426,8.78502126449701,440.7715396319192
-100.74355084982065,47.897012258713346,-419.91465587400137,9.218998520513368,445.3810388921759
-100.74270317828137,47.90866047699535,-416.0165791995419,9.179016972255909,449.9705473783039
-100.79560486263546,48.067798702761884,-416.409689780814,9.955366261150237,454.948230508879
-100.7384511159645,48.09124989770571,-417.3047925162362,9.997990157037302,459.94722558739767
-100.68886286820103,47.391068692151364,-421.610059853087,8.799138948748064,464.3467950617717
-100.54759477284603,48.20432704276552,-419.1397053881687,9.634068296728433,469.1638292101359
-100.72570099076849,48.28727360684875,-422.94180782153387,9.289678831297948,473.80866862578483
-100.72434914206399,47.789962692527666,-419.9359284771675,8.41316039371092,478.0152488226403
-100.76449418179747,47.80554035105303,-425.84245446049636,8.77862931313191,482.4045634792062
-100.95587212083535,47.90994932244435,-423.9531199563648,10.302058026106799,487.5555924922596
-100.77359179593498,47.84879919610868,-421.41156020962467,9.32015304121743,492.2156690128683
-100.77186279648055,48.04478537478932,-424.7185271571504,9.648355880635346,497.039846953186
-100.53850701531071,47.61069494272823,-422.5250863537259,9.049683565242642,501.5646887358073
-100.81101273212195,47.77641447839265,-420.81962988377757,8.892973769439262,506.0111756205269
-100.76856731049507,48.30783944003498,-417.9886882766781,9.18381535529786,510.6030832981758
-100.80913863078355,47.814356006530396,-415.25371349073544,9.044368812334229,515.125267704343
-100.92948066665957,48.248685655620584,-422.31892185689054,8.438031471199894,519.3442834399428
-100.70527599053071,48.07106763911803,-413.3244769136569,8.69023165751578,523.6893992687008
-100.75131037779813,47.63814645708235,-415.30694460687255,9.553072440232357,528.465935488817
-100.7543458954471,48.12706583904324,-417.4795308402803,9.016019977002921,532.9739454773185
-100.93133324471547,47.97646653956143,-419.2317543535169,9.226452237329001,537.587171595983
-100.707060477227,47.90890658875005,-418.4043957906573,9.338295127046711,542.2563191595063
-100.99447042368443,48.0489914186344,-414.0647442466681,9.384591756902273,546.9486150379574
-100.80254501710976,48.09492669711336,-413.8821017012036,9.80858871354728,551.8529093947311
-100.64913057299339,48.141518364394926,-413.32526635808176,8.693183039944532,556.1995009147034
-100.97417517717204,48.2356505695096,-419.79336584061497,9.534888382523498,560.9669451059652
-100.93869672670385,48.08162718255567,-417.2251641750069,9.634506293959776,565.7841982529451
-100.8790472263194,47.724873182242725,-413.2822674668897,9.757147960816575,570.6627722333534
-100.94630533732438,47.90527090846976,-423.11858017458195,8.564992237884617,574.9452683522957
-101.05796952410397,48.588609667053724,-421.5920842685915,9.406088899695444,579.6483128021434
-100.90299229260135,48.14489821207635,-419.9198166849326,10.143944797798598,584.7202852010428
-101.02302437053916,48.4738574601623,-415.50200631010296,9.243573374740311,589.3420718884129
-100.87638016518763,48.279086816439836,-415.42413924640687,9.542107065156886,594.1131254209913
-101.02262724075912,48.04836041431115,-421.15432055598967,9.697782855955777,598.9620168489691
-100.78263678591858,48.060281413956226,-427.54304727189856,8.802074740080888,603.3630542190095
-101.02290096473855,47.99268399202463,-418.76908027852016,10.238945884021843,608.4825271610205
-100.9837271962101,47.6524390768307,-424.59158068664203,9.579007023370345,613.2720306727057
-100.87711473193716,48.00360945049364,-427.4496810232011,9.596230379966602,618.070145862689
-101.08849829440211,48.24213491050844,-426.3193578036686,8.512686868966917,622.3264892971724
-100.94961127838289,47.88007200103576,-418.3680949607722,9.748193773798357,627.2005861840717
-100.84858840549965,48.08239059981236,-413.19481319533594,9.611346588217513,632.0062594781804
-101.14699641346861,48.17031820917864,-419.80552741881877,10.177456344842042,637.0949876506014
-100.97473011324388,47.818063912137504,-418.9430967267702,9.216946552399412,641.7034609268011
-100.97415062875686,47.909739427131264,-414.08552530561036,8.885967682941745,646.146444768272
-100.92890203008857,47.796417701904566,-427.72227454541775,9.045894242663865,650.669391889604
-101.1377247974387,47.83556687866212,-417.3991178919986,9.14174071348063,655.2402622463443
-101.1530207967439,47.74247894326939,-420.0579489215941,8.842021855978132,659.6612731743334
-100.97572638795839,47.81991030772439,-417.1697127058397,10.053739598616366,664.6881429736416
-101.00516748628135,48.28389113615957,-422.4174195420191,10.079722172023104,669.7280040596531
-101.01676207765468,47.81690459418194,-424.0896864521324,9.325190220450454,674.3905991698783
-101.01411195082416,48.02529184381214,-419.297455478572,9.2339181115865,679.0075582256716
-101.12370465301629,47.89942624926581,-411.7540433833277,8.52976828322818,683.2724423672856
-101.03942222022695,48.23577318740739,-415.6954494772927,9.792700194956858,688.168792464764
-101.04028575169778,48.26223245932072,-422.5384638509005,10.278649103800673,693.3081170166644
-101.14797354991488,48.17281399642779,-426.7048601799064,9.140540322014283,697.8783871776715
-100.89690636608236,48.061226910620555,-428.41033641848895,9.407953192694581,702.5823637740187
-101.04304593419025,47.95378809263182,-413.4195027407476,9.69069809937121,707.4277128237044
-101.21650498508629,47.76162505916175,-424.77541144067914,10.342967594850805,712.5991966211297
-101.03866468358723,48.38870577622444,-421.6275670649747,9.587851698508608,717.393122470384
-101.20873362055794,47.84806539644949,-413.39394436961214,9.592882840373655,722.1895638905709
-101.03950240224556,48.13272926940657,-428.06950727739496,9.592030543945846,726.9855791625438
-101.00929671380366,48.21191311452468,-412.5386774526247,8.79705756166864,731.3841079433781
-101.21416991262416,47.88894390061893,-421.2682022694625,8.793380115222497,735.7807980009894
-101.04270947694917,48.20760250546319,-425.7429165761937,9.119978584373495,740.3407872931762
-101.10471440626455,48.15284264066777,-421.23675463574455,10.037621277034475,745.3595979316934
-101.07073189204334,48.345592767076354,-423.6129839070074,9.37069636463451,750.0449461140107
-100.97020401886199,47.906130706714656,-417.7959010054714,9.280770868721127,754.6853315483713
-101.19136753781225,47.742827196544056,-423.2406621694389,9.279182662105098,759.3249228794239
-101.24914775173232,47.8989020489111,-429.55821105459523,9.491137668352891,764.0704917136003
-101.26967098734372,48.04177070850687,-421.10281267204493,10.418215284928134,769.2795993560644
-101.2692459819623,48.01164254541701,-426.7827252614327,9.49875689671169,774.0289778044203
-101.20232053349176,47.92131242074509,-418.9784005800584,9.188400214470335,778.6231779116554
-101.16744057415328,47.618160508204554,-425.9356516614166,9.601364109731115,783.4238599665209
-101.18083210078653,48.09409659922582,-422.44006401586046,10.4734745210598,788.6605972270509
-101.13272826490055,48.39446889581644,-419.0870609789283,9.351710821178042,793.3364526376399
-101.22109180970095,48.092850247624604,-421.0622936251713,9.019810172897916,797.8463577240889
-101.0839840002576,48.1218271038107,-418.74784858499476,9.367005567239802,802.5298605077088
-101.26274850038172,48.11448906123102,-416.5985641714112,9.689070618319036,807.3743958168683
-100.97121130948356,48.07940933397648,-425.7896684986565,9.975995791170336,812.3623937124535
-101.18760690045062,48.18633319337362,-420.3219877031235,10.142502682810267,817.4336450538586
-101.34283479995334,48.07907473623713,-436.64751898754065,9.123386840824443,821.9953384742709
-101.37115370320241,47.937464566069345,-418.7633334915874,9.178006396064625,826.5843416723031
-101.22276262095657,47.84080221799825,-421.5040706518742,9.498980514768924,831.3338319296876
-101.30030155009807,47.95020526894387,-424.91724881738986,10.010039728188215,836.3388517937817
-101.21350063124089,48.06282589929013,-418.4214028885174,9.044969823128728,840.861336705346
-101.24452232727734,47.93678340777541,-414.13651211407466,9.37848985212926,845.5505816314106
-101.30607439008497,48.06286773662629,-422.3800887379947,9.392959951814507,850.2470616073178
-101.39041627971072,48.087830026740086,-424.7240724512086,10.167383721715888,855.3307534681758
-101.46416703945705,48.166635886254035,-419.17487368780644,9.967816114742517,860.3146615255471
-101.36427922127977,48.2565589937678,-426.6780333332318,10.162720312708535,865.3960216819014
-101.24093325572531,48.01560148369577,-423.3019068526777,10.387374469004166,870.5897089164035
-101.31210916982923,47.73844468697047,-413.88798919174747,9.57238373051285,875.37590078166
-101.46503783119805,47.930979180636164,-419.6891038509386,9.138677937801695,879.9452397505609
-101.33009126982633,48.00881251348132,-429.3973348197308,9.14907037901408,884.5197749400679
-101.31582303352316,47.63284624876458,-428.984958236397,8.82766850819245,888.9336091941641
-101.44968592420075,48.277732904020496,-419.1895715367661,9.524507903286421,893.6958631458073
-101.35287307907068,48.0284755825021,-415.68804712041157,9.568947957253618,898.4803371244341
-101.36937012690522,48.07627056691606,-428.08810729313075,10.162002828314087,903.5613385385911
-101.49643343761748,48.27310529250526,-417.75143696251746,9.78384900197465,908.4532630395785
-101.35330308088419,47.87397143397153,-413.3482824625514,9.537392342463981,913.2219592108105
-101.33994877336679,48.114808386176804,-410.5607050602068,9.731720770120353,918.0878195958707
-101.29466751077068,47.978027175379616,-418.34388620070064,9.277395851768167,922.7265175217548
-101.30453783896931,47.96318262659682,-417.46598702723765,10.316747225829594,927.8848911346696
-101.5546303900531,47.84556152243913,-430.66592213814073,9.41824638682591,932.5940143280826
-101.51759136633349,48.333120642737306,-409.50123726002005,9.248397635533395,937.2182131458493
-101.37925074470573,47.92489999198489,-422.8774510654806,10.234462228166246,942.3354442599324
-101.38632108541997,48.13989284937914,-424.6673557921252,10.119760186893462,947.3953243533791
-101.39314032096517,47.624998522505614,-421.27603067219815,8.977991090467162,951.8843198986127
-101.0663173496149,48.235997705937955,-412.44163292907285,10.274489147822129,957.0215644725238
-101.40144685669566,48.210442231191415,-408.95976976228224,9.483345409875538,961.7632371774615
-101.35192475283151,48.01948682205946,-419.3729566026208,9.674241707382217,966.6003580311526
-101.37702654958484,47.954611506772416,-415.0095791369817,9.961955104090563,971.5813355831979
-101.41423300988816,48.08000000112271,-419.7839797565725,10.168907402521858,976.6657892844588
-101.51784446856738,48.45775813217606,-425.1889773650909,10.105483285971019,981.7185309274444
-101.41736603113861,47.647352660219305,-412.61628164605855,9.864982091586429,986.6510219732376
-101.57749088372628,48.156405477514824,-423.11063740178196,9.684715966547328,991.4933799565113
-101.53083563203114,47.81767653956922,-412.32234613314057,10.110293161863751,996.5485265374432
-101.56263553522464,47.996016320740054,-413.5072933511546,9.852132885151667,1001.474592980019
-101.5128571755877,47.95042397618427,-416.92981868021394,10.82114682135454,1006.8851663906962
-101.29652414194356,47.91433634844045,-410.85512621872823,10.218815678528314,1011.9945742299603
-101.7216619269547,47.997906974189455,-408.8382698340713,9.47104373114382,1016.7300960955322
-101.47325479774265,47.773165770944445,-420.87621681482153,9.701090720952442,1021.5806414560084
-101.71009781298366,48.20583608722559,-424.04397059208213,9.971124715735803,1026.5662038138762
-101.60296482152823,47.64117129776028,-429.32134918628236,10.603880937136733,1031.8681442824445
-101.45382198433715,48.10795290256567,-408.7765887228487,10.666853303245766,1037.2015709340674
-101.56323445120894,47.93469282949309,-422.19841004459226,9.77036766875221,1042.0867547684434
-101.68438233999602,47.76581502123851,-414.3248157144913,9.50875090660812,1046.8411302217473
-101.65508364221368,48.04047667411974,-423.7062768375474,9.45195093055657,1051.5671056870256
-101.52253890547881,47.6886097826587,-412.3086717954398,10.116044610880715,1056.6251279924659
-101.67048075262859,48.00794276434393,-423.50058795907705,11.148851607419386,1062.1995537961757
-101.58274363958327,47.71542461843769,-425.95859566808673,10.273634459469942,1067.3363710259107
-101.60677772363567,48.09225441686357,-421.04253215476876,9.214257827096317,1071.943499939459
-101.68344035147123,47.81512853327393,-422.6588785048082,9.655337445046644,1076.7711686619823
-101.41083131686271,47.90980119659414,-417.01850107269394,9.713506519686092,1081.6279219218254
-101.56877923264804,48.05878987758863,-420.2569746359626,9.621585196770738,1086.4387145202109
-101.84163080263019,47.845491577631556,-416.8614880272404,9.845761087435607,1091.3615950639287
-101.62741652157209,47.98840720006634,-421.45510736542644,10.23152567491723,1096.4773579013872
-101.71918600861048,47.697233899751026,-423.325536855094,10.39493776957925,1101.674826786177
-101.5747094377386,48.12617512071923,-422.91780273948035,10.606946561470162,1106.978300066912
-101.74615025414609,48.352982761110155,-409.7753060098449,10.330282418790688,1112.1434412763074
-101.68531723353411,48.55844177358199,-418.87414533886533,9.098221008098397,1116.6925517803566
-101.63029027057397,48.01823362933329,-429.9188110472652,9.553757504813456,1121.4694305327632
-101.6011588881396,48.15764082815944,-422.6010450672704,10.010475119367511,1126.474668092447
-101.81470945734678,47.6438748654185,-419.51566983762064,10.17027306838268,1131.5598046266384
-101.73507534930988,48.30054686526112,-410.7730015937481,10.5344519812059,1136.8270306172415
-101.75606516592649,48.155245700944825,-414.8565064205505,10.132443202796166,1141.8932522186396
-101.78084896715235,47.90321331100975,-424.60858918240956,10.143311702276009,1146.9649080697777
-101.54591602895148,48.2474361600578,-407.90822123213775,10.243962359392711,1152.086889249474
-101.68890869096809,47.94910478467093,-420.15580182400737,10.004657047321482,1157.0892177731348
-101.86244066658227,47.908394963397086,-413.7683509446253,10.182713356538091,1162.1805744514038
-101.65151148552789,48.095066985085495,-425.7750424869995,10.709288371579717,1167.5352186371936
-101.5380274696167,47.787329100033936,-431.9908154762545,10.111516948334451,1172.5909771113609
-101.65394197234744,48.204324952879986,-427.04215745184183,10.145464764756321,1177.6637094937391
-101.91607090408255,47.78880203761463,-436.2516673809785,10.150875765548792,1182.7391473765135
-101.81950272385836,47.789989042035366,-409.43955336373546,10.82365131856737,1188.1509730357973
-101.65133361073768,47.81806204231833,-418.92733540556793,9.627832290546568,1192.9648891810705
-101.8557370813028,48.15190000750322,-424.62322009224016,11.076875536792187,1198.5033269494666
-101.7475336010109,47.876644927696056,-417.7368798500994,9.607852885316706,1203.307253392125
-101.7213975475672,47.73040084312657,-419.0533298190992,9.876023987428868,1208.2452653858393
-101.89849940915254,47.87886400001284,-416.89533302193007,10.582592135408024,1213.5365614535433
-101.8187043066855,47.993591525863906,-413.95234299431866,10.732468802284165,1218.9027958546853
-102.14382391417082,47.76380550326712,-421.44960576512506,9.522646966185487,1223.6641193377782
-101.92908135338193,47.769663778193134,-424.3991965305049,9.685130123941219,1228.5066843997488
-101.85884481347242,48.422259266819914,-415.8611239281404,10.377485596526629,1233.695427198012
-101.96531172561419,47.82788691923722,-415.9883361105777,11.417855571848843,1239.4043549839366
-101.68423768610913,47.9353915262454,-419.4963209593933,10.875857499198311,1244.8422837335359
-101.99743836338294,47.92655259984014,-409.11222905659616,10.135756353777477,1249.9101619104247
-101.90537408334117,47.91572863844591,-422.1891106143083,9.057317613220011,1254.4388207170348
-101.85524098602747,48.124269347993824,-424.4992898581763,10.3147793815119,1259.5962104077907
-101.73113312393407,48.18962859009441,-417.909542862467,10.462180771156902,1264.8273007933692
-102.02579207704322,47.93880911369368,-423.37468928456747,10.096757671424475,1269.8756796290813
-101.77283489579438,47.75270434268153,-417.5224173792755,9.86981463153698,1274.8105869448498
-101.8950733739925,48.25488804556978,-424.1650412791972,10.381829148640861,1280.0015015191702
-102.00119295428385,47.98093178176067,-422.00121141465945,9.838184314643035,1284.9205936764918
-101.86377715083732,48.34606436297143,-410.5457978998042,11.252606131159805,1290.5468967420716
-101.8970269377909,47.55088282048697,-422.02793678373837,11.081819579360115,1296.0878065317515
-101.98390000414871,48.039080644256664,-423.99425772008647,10.6594673615176,1301.4175402125104
-101.92384351701843,48.38372126677524,-414.1466060564675,10.382428675318202,1306.6087545501696
-101.9763004942882,47.929347172912365,-425.2552097514335,10.014552167018627,1311.616030633679
-101.93336280916151,47.954901315333075,-423.46471615073534,10.341299907097738,1316.786680587228
-101.88544688531911,48.05910233831807,-417.117194397455,11.178399819138084,1322.375880496797
-101.80000368024128,47.888240836223005,-415.30794288063356,10.80013449164121,1327.7759477426175
-102.08933232082309,47.937585613589455,-413.89761804459465,10.474708265571664,1333.0133018754034
-101.75919284255937,47.93243698116172,-423.73610916110243,10.841902404975933,1338.4342530778913
-102.17465036906185,47.87451585311472,-417.0199566350694,10.659772123416667,1343.7641391395996
-102.00156550769775,48.24577131004011,-422.3305409977209,10.59215555240767,1349.0602169158035
-101.93450068663033,48.092215606459284,-423.02827816755314,10.891346834231479,1354.5058903329193
-101.97217862958988,48.05012564642066,-413.9839360885386,10.666625875583891,1359.8392032707113
-102.06949317743003,48.161714201378025,-422.7477719792979,10.844433057455355,1365.261419799439
-102.03498085956831,47.94712883335931,-418.6089770198951,10.502894531882655,1370.5128670653803
-102.07041413708306,47.84515923632942,-419.22210265384683,10.302180190196102,1375.6639571604783
-102.08699592839619,47.87947513907709,-425.3537718816925,10.162202161746501,1380.7450582413514
-101.95004465208426,48.00035660822092,-415.1695357232184,10.109667697243053,1385.799892089973
-102.00624872227445,47.78815765832542,-417.19859553160524,9.647774571494331,1390.62377937572
-102.11818663948162,47.89994779668267,-429.9314530593521,10.001425500659757,1395.62449212605
-101.96588110149682,47.896776671625716,-418.6128944438133,9.994002773879442,1400.6214935129897
-102.03205654603708,48.4249112459658,-423.8648671708331,10.21778938317968,1405.7303882045794
-101.98844569532544,47.445237012013216,-414.5146234679369,11.259614901531231,1411.360195655345
-102.01371443210157,47.96407605571887,-427.2269991839038,10.406741000659045,1416.5635661556746
-102.16652222647073,48.34513875856295,-421.7823848431477,10.613432967430887,1421.87028263939
-102.14658623848283,48.02436889282649,-418.1898772450577,10.636235245273172,1427.1884002620268
-102.0227841830354,48.150683494684216,-419.7282985292906,11.300390131090534,1432.838595327572
-102.04342192608897,48.019965263019955,-416.18520871643017,10.225829545171752,1437.9515101001577
-102.11349452111332,47.866533323756705,-427.59210993004643,10.409382169813819,1443.1562011850647
-102.10661703247062,47.55161681309822,-411.7404283156631,10.474562796979379,1448.3934825835543
-101.99752869030725,48.041091137407264,-417.37427670605865,11.102947513405685,1453.944956340257
-102.19139772785427,47.84487867907952,-413.2014089349955,11.213748859429863,1459.551830769972
-102.08447625993828,47.83993291876694,-415.62879915383377,10.786002168472036,1464.944831854208
-102.16635067238326,47.90020254880418,-420.0580505722752,11.172177505423385,1470.5309206069196
-102.17484493654719,48.3489722813247,-426.4209910545558,10.651564184747421,1475.8567026992932
-102.05014454011034,48.480967508450796,-422.8177659062435,10.483441233837533,1481.098423316212
-102.08442599949487,48.04344158750568,-412.0521833356871,11.166112369745036,1486.6814795010844
-102.0925620798782,47.907046555217654,-413.0728110917181,10.827564925210696,1492.0952619636896
-102.05031057184743,47.76455471650976,-423.09799990051846,10.222994802780194,1497.2067593650797
-102.18570347748418,48.093708032309216,-434.0915214310109,11.096472934599593,1502.7549958323796
-102.12655397360255,48.356581120013026,-421.0634486715256,10.500516756159895,1508.0052542104595
-102.23272135547599,47.95053192259497,-421.4385144406456,10.44635018743699,1513.228429304178
-102.17622345365238,47.52420079184935,-421.2488630602019,11.065261275693013,1518.7610599420245
-102.2285998034226,48.13400993436311,-417.357303990843,10.581338424299664,1524.0517291541744
-102.21283131057115,48.19707994229001,-415.61893710339166,10.827227420877344,1529.4653428646131
-102.16996061361132,47.68283087192283,-415.04850226450236,10.970709852706339,1534.9506977909664
-102.31824379356297,48.03529683673259,-417.7714542993232,10.255258673201023,1540.0783271275668
-102.03412840675567,48.09024520322722,-429.0038535096132,10.846143886372351,1545.501399070753
-102.35091428155879,47.985378539598216,-421.70599866346646,11.335441781560407,1551.1691199615332
-102.37867681377217,47.84184581618293,-408.47955108225403,10.189456510340351,1556.2638482167033
-102.14839227422799,48.20318744471271,-418.12891632598763,10.899627602967799,1561.7136620181873
-102.1919825012663,47.91932405080626,-418.1609021577807,10.266920585346146,1566.8471223108604
-102.21568219804197,47.702962767460015,-418.2025703011307,11.199332801064628,1572.4467887113926
-102.22220503790535,47.59010510286606,-417.92310188747007,11.20156446463482,1578.04757094371
-102.29320967520107,48.252169903999864,-431.91556090542963,10.525426418042944,1583.3102841527316
